date,symbol,close,volume
2026-01-30,SCOM,37.68,2062124
2026-02-02,SCOM,38.21,1790386
2026-02-03,SCOM,38.09,2422977
2026-02-04,SCOM,38.78,2522940
2026-02-05,SCOM,39.36,1698566
2026-02-06,SCOM,39.80,1845836
2026-02-09,SCOM,39.64,2444005
2026-02-10,SCOM,39.30,2164052
2026-02-11,SCOM,38.69,327860
2026-02-12,SCOM,38.85,1081019
2026-02-13,SCOM,38.74,2543593
2026-02-16,SCOM,38.31,2436378
2026-02-17,SCOM,38.08,1903465
2026-02-18,SCOM,38.21,419385
2026-02-19,SCOM,38.19,2734040
2026-02-20,SCOM,38.20,245680
2026-02-23,SCOM,37.63,2507875
2026-02-24,SCOM,38.18,2549241
2026-02-25,SCOM,38.40,1852081
2026-02-26,SCOM,39.13,70462
2026-02-27,SCOM,38.87,283510
2026-03-02,SCOM,38.28,712072
2026-03-03,SCOM,37.77,2006721
2026-03-04,SCOM,37.43,1492079
2026-03-05,SCOM,37.42,490888
2026-03-06,SCOM,37.32,2781065
2026-03-09,SCOM,37.93,2933817
2026-03-10,SCOM,38.47,1509808
2026-03-11,SCOM,38.35,351103
2026-03-12,SCOM,38.86,215475
2026-03-13,SCOM,38.81,1575923
2026-03-16,SCOM,38.63,2089206
2026-03-17,SCOM,38.92,1497500
2026-03-18,SCOM,38.46,2180946
2026-03-19,SCOM,38.86,240292
2026-03-20,SCOM,39.11,214112
2026-03-23,SCOM,39.71,348714
2026-03-24,SCOM,40.57,1746981
2026-03-25,SCOM,41.05,2726082
2026-03-26,SCOM,41.56,392694
2026-03-27,SCOM,41.12,1005217
2026-03-30,SCOM,40.47,1611312
2026-03-31,SCOM,40.28,2442178
2026-04-01,SCOM,39.67,2226393
2026-04-02,SCOM,40.12,1258745
2026-04-03,SCOM,39.78,756816
2026-04-06,SCOM,39.89,2730268
2026-04-07,SCOM,40.24,985779
2026-04-08,SCOM,41.00,555707
2026-04-09,SCOM,41.54,2121016
2026-04-10,SCOM,40.83,2186936
2026-04-13,SCOM,40.37,1459673
2026-04-14,SCOM,40.61,1831212
2026-04-15,SCOM,40.95,965380
2026-04-16,SCOM,40.90,2354133
2026-04-17,SCOM,40.49,1747879
2026-04-20,SCOM,41.20,1748440
2026-04-21,SCOM,41.60,2423136
2026-04-22,SCOM,41.32,1631015
2026-04-23,SCOM,40.81,1248234
2026-04-24,SCOM,40.62,553846
2025-06-02,EQTY,87.65,299303
2025-06-03,EQTY,86.14,1616053
2025-06-04,EQTY,85.60,1436491
2025-06-05,EQTY,85.44,2111514
2025-06-06,EQTY,84.06,981103
2025-06-09,EQTY,85.16,453568
2025-06-10,EQTY,85.68,402476
2025-06-11,EQTY,85.73,2132825
2025-06-12,EQTY,86.82,2143516
2025-06-13,EQTY,88.52,1107111
2025-06-16,EQTY,89.22,2276899
2025-06-17,EQTY,89.42,2866144
2025-06-18,EQTY,91.02,162962
2025-06-19,EQTY,89.59,2870313
2025-06-20,EQTY,90.54,1888049
2025-06-23,EQTY,92.16,2432379
2025-06-24,EQTY,94.04,1559002
2025-06-25,EQTY,95.29,2885896
2025-06-26,EQTY,97.45,2689805
2025-06-27,EQTY,99.59,701645
2025-06-30,EQTY,98.50,822376
2025-07-01,EQTY,97.71,591893
2025-07-02,EQTY,96.39,2498111
2025-07-03,EQTY,96.22,2683456
2025-07-04,EQTY,95.41,1050735
2025-07-07,EQTY,94.64,2609765
2025-07-08,EQTY,95.11,2117414
2025-07-09,EQTY,93.66,840992
2025-07-10,EQTY,92.93,150837
2025-07-11,EQTY,94.56,588142
2025-07-14,EQTY,94.07,2720123
2025-07-15,EQTY,93.35,1560504
2025-07-16,EQTY,92.53,2556969
2025-07-17,EQTY,93.70,1706873
2025-07-18,EQTY,94.57,2155500
2025-07-21,EQTY,93.69,579039
2025-07-22,EQTY,94.72,1089053
2025-07-23,EQTY,93.13,1700412
2025-07-24,EQTY,92.29,1866276
2025-07-25,EQTY,92.76,2340300
2025-07-28,EQTY,94.28,170507
2025-07-29,EQTY,95.82,110582
2025-07-30,EQTY,95.45,62199
2025-07-31,EQTY,95.06,1457987
2025-08-01,EQTY,94.01,932899
2025-08-04,EQTY,95.59,1013286
2025-08-05,EQTY,94.39,2294176
2025-08-06,EQTY,95.46,1996888
2025-08-07,EQTY,94.27,309417
2025-08-08,EQTY,94.77,2951269
2025-08-11,EQTY,94.18,224269
2025-08-12,EQTY,96.03,2660528
2025-08-13,EQTY,95.74,65152
2025-08-14,EQTY,96.19,1967676
2025-08-15,EQTY,97.02,468809
2025-08-18,EQTY,97.52,2261544
2025-08-19,EQTY,99.02,1007664
2025-08-20,EQTY,99.72,757517
2025-08-21,EQTY,99.61,508591
2025-08-22,EQTY,101.86,1424843
2025-08-25,EQTY,101.67,2300557
2025-08-26,EQTY,103.20,421851
2025-08-27,EQTY,104.37,2461288
2025-08-28,EQTY,104.94,1914468
2025-08-29,EQTY,106.83,1450447
2025-09-01,EQTY,105.61,1372738
2025-09-02,EQTY,105.01,186289
2025-09-03,EQTY,107.23,1153741
2025-09-04,EQTY,107.97,819628
2025-09-05,EQTY,107.50,2317455
2025-09-08,EQTY,106.45,1136366
2025-09-09,EQTY,105.78,1876755
2025-09-10,EQTY,105.27,1867498
2025-09-11,EQTY,103.47,2932932
2025-09-12,EQTY,101.98,943429
2025-09-15,EQTY,102.40,2140348
2025-09-16,EQTY,101.06,1559647
2025-09-17,EQTY,99.71,1700792
2025-09-18,EQTY,99.61,2357790
2025-09-19,EQTY,99.03,2503433
2025-09-22,EQTY,98.76,1350555
2025-09-23,EQTY,100.54,605255
2025-09-24,EQTY,100.87,2150919
2025-09-25,EQTY,100.43,2101051
2025-09-26,EQTY,101.21,2526648
2025-09-29,EQTY,99.53,1192201
2025-09-30,EQTY,99.32,480379
2025-10-01,EQTY,101.51,417122
2025-10-02,EQTY,101.97,385634
2025-10-03,EQTY,102.65,2659269
2025-10-06,EQTY,103.43,561270
2025-10-07,EQTY,102.50,639551
2025-10-08,EQTY,101.35,258958
2025-10-09,EQTY,100.10,1852981
2025-10-10,EQTY,101.10,186702
2025-10-13,EQTY,100.83,2080845
2025-10-14,EQTY,102.38,160833
2025-10-15,EQTY,102.47,2537668
2025-10-16,EQTY,101.60,1008359
2025-10-17,EQTY,103.57,1692734
2025-10-20,EQTY,104.39,2195344
2025-10-21,EQTY,102.80,2455995
2025-10-22,EQTY,102.53,1952589
2025-10-23,EQTY,102.98,1596046
2025-10-24,EQTY,101.79,1727036
2025-10-27,EQTY,100.21,1382509
2025-10-28,EQTY,101.64,2206991
2025-10-29,EQTY,103.51,504890
2025-10-30,EQTY,105.12,107326
2025-10-31,EQTY,107.29,2572992
2025-11-03,EQTY,106.27,574296
2025-11-04,EQTY,107.92,1770954
2025-11-05,EQTY,107.82,256314
2025-11-06,EQTY,108.84,1809236
2025-11-07,EQTY,107.46,1891687
2025-11-10,EQTY,106.36,887534
2025-11-11,EQTY,106.50,602249
2025-11-12,EQTY,106.52,2027539
2025-11-13,EQTY,108.41,1263332
2025-11-14,EQTY,107.04,123007
2025-11-17,EQTY,106.97,1937485
2025-11-18,EQTY,105.60,2185973
2025-11-19,EQTY,105.88,2527801
2025-11-20,EQTY,104.92,1767311
2025-11-21,EQTY,104.62,45142
2025-11-24,EQTY,103.17,2779308
2025-11-25,EQTY,102.26,2699825
2025-11-26,EQTY,103.77,1112920
2025-11-27,EQTY,102.41,2738142
2025-11-28,EQTY,103.73,1951062
2025-12-01,EQTY,106.02,2616898
2025-12-02,EQTY,107.36,2831365
2025-12-03,EQTY,108.00,997584
2025-12-04,EQTY,106.53,1008673
2025-12-05,EQTY,107.19,204841
2025-12-08,EQTY,105.90,212542
2025-12-09,EQTY,108.16,75733
2025-12-10,EQTY,108.05,2933251
2025-12-11,EQTY,106.40,749479
2025-12-12,EQTY,106.99,1145179
2025-12-15,EQTY,106.99,2871097
2025-12-16,EQTY,109.40,785637
2025-12-17,EQTY,109.59,2920565
2025-12-18,EQTY,110.08,2754359
2025-12-19,EQTY,110.04,716138
2025-12-22,EQTY,108.50,972198
2025-12-23,EQTY,110.10,1111448
2025-12-24,EQTY,108.29,1950819
2025-12-25,EQTY,108.99,1059453
2025-12-26,EQTY,108.72,187923
2025-12-29,EQTY,110.34,108146
2025-12-30,EQTY,110.06,2728982
2025-12-31,EQTY,108.79,270950
2026-01-01,EQTY,109.90,2098409
2026-01-02,EQTY,111.85,524042
2026-01-05,EQTY,113.72,956078
2026-01-06,EQTY,114.07,976909
2026-01-07,EQTY,113.13,2516354
2026-01-08,EQTY,113.60,523779
2026-01-09,EQTY,114.71,564960
2026-01-12,EQTY,116.32,2103322
2026-01-13,EQTY,116.09,130561
2026-01-14,EQTY,116.83,941659
2026-01-15,EQTY,114.97,2778630
2026-01-16,EQTY,113.23,2807156
2026-01-19,EQTY,114.42,2868761
2026-01-20,EQTY,113.55,2255334
2026-01-21,EQTY,112.00,1253510
2026-01-22,EQTY,114.37,1877584
2026-01-23,EQTY,115.44,1006816
2026-01-26,EQTY,114.62,2211200
2026-01-27,EQTY,116.20,198583
2026-01-28,EQTY,117.80,2767321
2026-01-29,EQTY,118.82,2763875
2026-01-30,EQTY,120.12,1238759
2026-02-02,EQTY,118.57,1210378
2026-02-03,EQTY,116.66,397669
2026-02-04,EQTY,119.08,2659038
2026-02-05,EQTY,118.31,2078207
2026-02-06,EQTY,120.51,2723177
2026-02-09,EQTY,121.72,1829175
2026-02-10,EQTY,122.91,1410150
2026-02-11,EQTY,120.93,2021308
2026-02-12,EQTY,121.45,2042807
2026-02-13,EQTY,120.17,453336
2026-02-16,EQTY,121.99,463263
2026-02-17,EQTY,120.19,1107728
2026-02-18,EQTY,120.96,1590206
2026-02-19,EQTY,122.97,1409168
2026-02-20,EQTY,122.85,2282236
2026-02-23,EQTY,125.00,85471
2026-02-24,EQTY,124.60,1644653
2026-02-25,EQTY,125.33,373278
2026-02-26,EQTY,127.78,953714
2026-02-27,EQTY,125.94,2379331
2026-03-02,EQTY,126.40,1887685
2026-03-03,EQTY,127.03,2473140
2026-03-04,EQTY,125.34,725104
2026-03-05,EQTY,126.20,1389963
2026-03-06,EQTY,124.32,2317689
2026-03-09,EQTY,122.48,1137764
2026-03-10,EQTY,125.19,307844
2026-03-11,EQTY,124.07,726379
2026-03-12,EQTY,122.80,2253271
2026-03-13,EQTY,123.34,2555981
2026-03-16,EQTY,122.18,803590
2026-03-17,EQTY,123.09,2400744
2026-03-18,EQTY,125.18,947159
2026-03-19,EQTY,127.06,255537
2026-03-20,EQTY,128.25,649749
2026-03-23,EQTY,130.62,1814213
2026-03-24,EQTY,130.87,429677
2026-03-25,EQTY,133.05,661685
2026-03-26,EQTY,131.09,1142857
2026-03-27,EQTY,133.75,622176
2026-03-30,EQTY,134.20,268488
2026-03-31,EQTY,133.18,1613994
2026-04-01,EQTY,135.14,1306510
2026-04-02,EQTY,133.19,288169
2026-04-03,EQTY,136.15,2276639
2026-04-06,EQTY,138.26,200544
2026-04-07,EQTY,136.67,837470
2026-04-08,EQTY,136.95,2959345
2026-04-09,EQTY,136.98,2877606
2026-04-10,EQTY,137.25,1188111
2026-04-13,EQTY,137.03,651266
2026-04-14,EQTY,138.89,268738
2026-04-15,EQTY,138.57,1505968
2026-04-16,EQTY,137.91,955718
2026-04-17,EQTY,140.07,2302219
2026-04-20,EQTY,140.43,2617736
2026-04-21,EQTY,139.20,91987
2026-04-22,EQTY,141.77,2045873
2026-04-23,EQTY,142.53,654840
2026-04-24,EQTY,144.07,1011373
2025-06-02,KCB,79.25,2387199
2025-06-03,KCB,80.43,1264295
2025-06-04,KCB,80.71,2751112
2025-06-05,KCB,80.46,2457156
2025-06-06,KCB,81.93,2327354
2025-06-09,KCB,83.12,958579
2025-06-10,KCB,83.62,695362
2025-06-11,KCB,82.56,1743048
2025-06-12,KCB,83.49,2725104
2025-06-13,KCB,83.78,1776840
2025-06-16,KCB,83.39,2370948
2025-06-17,KCB,83.73,2593331
2025-06-18,KCB,85.47,1430592
2025-06-19,KCB,85.68,2329259
2025-06-20,KCB,85.09,961102
2025-06-23,KCB,84.24,2691553
2025-06-24,KCB,83.33,2611418
2025-06-25,KCB,82.61,207028
2025-06-26,KCB,83.55,2364957
2025-06-27,KCB,84.60,1442194
2025-06-30,KCB,85.66,276318
2025-07-01,KCB,86.62,2429775
2025-07-02,KCB,87.87,2028379
2025-07-03,KCB,87.68,635810
2025-07-04,KCB,87.48,2022178
2025-07-07,KCB,87.35,2313982
2025-07-08,KCB,87.21,1801683
2025-07-09,KCB,86.24,1444556
2025-07-10,KCB,85.48,627966
2025-07-11,KCB,85.99,60487
2025-07-14,KCB,85.63,1991862
2025-07-15,KCB,84.93,207109
2025-07-16,KCB,85.23,2914109
2025-07-17,KCB,85.75,769392
2025-07-18,KCB,84.44,2973683
2025-07-21,KCB,84.44,1491232
2025-07-22,KCB,82.97,1011804
2025-07-23,KCB,82.42,2150931
2025-07-24,KCB,82.18,276409
2025-07-25,KCB,80.77,2534717
2025-07-28,KCB,80.83,2727160
2025-07-29,KCB,82.54,469923
2025-07-30,KCB,82.76,1394669
2025-07-31,KCB,82.12,1303143
2025-08-01,KCB,81.91,2940627
2025-08-04,KCB,81.26,2990125
2025-08-05,KCB,81.12,76231
2025-08-06,KCB,82.63,2122441
2025-08-07,KCB,81.34,483913
2025-08-08,KCB,82.22,1008715
2025-08-11,KCB,82.30,798202
2025-08-12,KCB,81.72,1306316
2025-08-13,KCB,83.29,1659003
2025-08-14,KCB,82.73,2462030
2025-08-15,KCB,82.45,2716709
2025-08-18,KCB,81.86,2911006
2025-08-19,KCB,81.70,2697885
2025-08-20,KCB,80.56,422200
2025-08-21,KCB,80.10,260164
2025-08-22,KCB,80.20,784860
2025-08-25,KCB,81.60,2800559
2025-08-26,KCB,80.72,864473
2025-08-27,KCB,82.08,1773254
2025-08-28,KCB,81.87,901271
2025-08-29,KCB,81.23,1843801
2025-09-01,KCB,82.21,1902231
2025-09-02,KCB,82.83,616501
2025-09-03,KCB,83.85,2052180
2025-09-04,KCB,83.74,716771
2025-09-05,KCB,85.14,351708
2025-09-08,KCB,86.30,1063224
2025-09-09,KCB,85.83,1359070
2025-09-10,KCB,85.73,2248224
2025-09-11,KCB,85.89,1249961
2025-09-12,KCB,86.55,681027
2025-09-15,KCB,86.62,2583355
2025-09-16,KCB,85.94,1381202
2025-09-17,KCB,87.72,851673
2025-09-18,KCB,88.87,636388
2025-09-19,KCB,89.84,281961
2025-09-22,KCB,91.24,2440679
2025-09-23,KCB,91.24,2535557
2025-09-24,KCB,90.59,1463048
2025-09-25,KCB,90.75,2372069
2025-09-26,KCB,90.01,2300325
2025-09-29,KCB,89.30,2381117
2025-09-30,KCB,88.40,1933416
2025-10-01,KCB,88.18,2769462
2025-10-02,KCB,87.21,2533812
2025-10-03,KCB,85.73,1644917
2025-10-06,KCB,86.29,306957
2025-10-07,KCB,86.98,923324
2025-10-08,KCB,85.95,2667756
2025-10-09,KCB,85.45,773071
2025-10-10,KCB,85.25,1502209
2025-10-13,KCB,84.43,2496870
2025-10-14,KCB,83.73,1122140
2025-10-15,KCB,83.92,578444
2025-10-16,KCB,83.01,1450248
2025-10-17,KCB,81.76,2420541
2025-10-20,KCB,80.42,2541630
2025-10-21,KCB,80.79,2553037
2025-10-22,KCB,82.23,902691
2025-10-23,KCB,81.58,1477875
2025-10-24,KCB,81.57,2036133
2025-10-27,KCB,80.43,681127
2025-10-28,KCB,79.12,1504734
2025-10-29,KCB,80.73,1801065
2025-10-30,KCB,82.01,1329168
2025-10-31,KCB,82.20,2869164
2025-11-03,KCB,80.73,921610
2025-11-04,KCB,81.31,1515438
2025-11-05,KCB,82.31,995585
2025-11-06,KCB,83.55,1287394
2025-11-07,KCB,82.47,735593
2025-11-10,KCB,83.64,716047
2025-11-11,KCB,84.27,1816176
2025-11-12,KCB,85.66,1915896
2025-11-13,KCB,86.35,105055
2025-11-14,KCB,84.86,2494415
2025-11-17,KCB,83.65,864603
2025-11-18,KCB,83.90,1732535
2025-11-19,KCB,84.77,1230780
2025-11-20,KCB,84.26,2700592
2025-11-21,KCB,84.46,777958
2025-11-24,KCB,84.63,1895633
2025-11-25,KCB,86.10,2540908
2025-11-26,KCB,87.84,803554
2025-11-27,KCB,88.43,1469571
2025-11-28,KCB,87.32,2866811
2025-12-01,KCB,88.86,1507930
2025-12-02,KCB,89.80,2194279
2025-12-03,KCB,90.35,1104431
2025-12-04,KCB,91.71,382284
2025-12-05,KCB,92.57,2569800
2025-12-08,KCB,91.54,1362692
2025-12-09,KCB,92.30,703311
2025-12-10,KCB,92.67,803840
2025-12-11,KCB,93.03,906394
2025-12-12,KCB,93.92,2131957
2025-12-15,KCB,94.40,2905572
2025-12-16,KCB,93.87,713544
2025-12-17,KCB,95.84,1607282
2025-12-18,KCB,95.59,2592505
2025-12-19,KCB,96.56,2200971
2025-12-22,KCB,94.98,2004244
2025-12-23,KCB,96.57,1612000
2025-12-24,KCB,95.41,2472451
2025-12-25,KCB,94.31,1376607
2025-12-26,KCB,93.03,2395317
2025-12-29,KCB,94.29,564395
2025-12-30,KCB,95.40,983645
2025-12-31,KCB,95.65,1760231
2026-01-01,KCB,96.92,2247695
2026-01-02,KCB,97.25,1004639
2026-01-05,KCB,98.61,1224441
2026-01-06,KCB,98.09,2238319
2026-01-07,KCB,96.49,2236352
2026-01-08,KCB,94.90,722247
2026-01-09,KCB,94.70,1480452
2026-01-12,KCB,93.83,928934
2026-01-13,KCB,93.88,2023966
2026-01-14,KCB,95.91,1078627
2026-01-15,KCB,95.93,1974243
2026-01-16,KCB,96.23,1025037
2026-01-19,KCB,97.64,1454554
2026-01-20,KCB,98.52,1424651
2026-01-21,KCB,97.57,1580570
2026-01-22,KCB,99.02,1322394
2026-01-23,KCB,100.38,271792
2026-01-26,KCB,99.75,2220072
2026-01-27,KCB,101.05,1047816
2026-01-28,KCB,103.15,2046666
2026-01-29,KCB,102.43,574321
2026-01-30,KCB,100.62,1910921
2026-02-02,KCB,100.02,253144
2026-02-03,KCB,99.52,2251273
2026-02-04,KCB,101.48,1645765
2026-02-05,KCB,101.19,2399949
2026-02-06,KCB,99.59,2024612
2026-02-09,KCB,99.56,143818
2026-02-10,KCB,97.77,337588
2026-02-11,KCB,97.49,969297
2026-02-12,KCB,98.47,491921
2026-02-13,KCB,99.61,1152202
2026-02-16,KCB,98.39,398343
2026-02-17,KCB,96.97,2446416
2026-02-18,KCB,96.15,2292083
2026-02-19,KCB,97.51,1001891
2026-02-20,KCB,99.55,1807767
2026-02-23,KCB,98.04,2470405
2026-02-24,KCB,96.60,482821
2026-02-25,KCB,96.01,2567349
2026-02-26,KCB,96.99,1630393
2026-02-27,KCB,95.54,1736665
2026-03-02,KCB,96.16,1237055
2026-03-03,KCB,94.63,1240303
2026-03-04,KCB,95.15,1583750
2026-03-05,KCB,94.98,536057
2026-03-06,KCB,94.91,2208749
2026-03-09,KCB,96.84,244324
2026-03-10,KCB,98.43,2566947
2026-03-11,KCB,98.24,1083057
2026-03-12,KCB,97.53,603848
2026-03-13,KCB,96.33,160130
2026-03-16,KCB,98.28,2776616
2026-03-17,KCB,99.51,368595
2026-03-18,KCB,100.92,1978173
2026-03-19,KCB,99.10,859020
2026-03-20,KCB,98.73,2009289
2026-03-23,KCB,98.14,427493
2026-03-24,KCB,98.88,2008443
2026-03-25,KCB,100.39,811676
2026-03-26,KCB,101.76,2697631
2026-03-27,KCB,102.83,2990713
2026-03-30,KCB,103.24,2569218
2026-03-31,KCB,102.89,251927
2026-04-01,KCB,101.61,2679111
2026-04-02,KCB,102.74,523664
2026-04-03,KCB,104.16,161897
2026-04-06,KCB,106.24,771789
2026-04-07,KCB,107.23,1711347
2026-04-08,KCB,109.15,2538630
2026-04-09,KCB,110.95,1116320
2026-04-10,KCB,109.03,2360935
2026-04-13,KCB,110.47,2974921
2026-04-14,KCB,112.64,889942
2026-04-15,KCB,113.78,2959395
2026-04-16,KCB,111.87,1379936
2026-04-17,KCB,113.43,135799
2026-04-20,KCB,114.49,2404198
2026-04-21,KCB,116.13,1905385
2026-04-22,KCB,115.57,1385193
2026-04-23,KCB,114.19,525346
2026-04-24,KCB,113.10,2979665
2025-06-02,COOP,33.49,2698106
2025-06-03,COOP,33.22,1757997
2025-06-04,COOP,33.50,271625
2025-06-05,COOP,33.62,1145385
2025-06-06,COOP,33.74,155046
2025-06-09,COOP,33.49,1784953
2025-06-10,COOP,33.15,1909094
2025-06-11,COOP,33.52,2027747
2025-06-12,COOP,33.02,788218
2025-06-13,COOP,33.31,405281
2025-06-16,COOP,33.17,1693782
2025-06-17,COOP,33.23,437733
2025-06-18,COOP,32.78,676318
2025-06-19,COOP,32.95,1062585
2025-06-20,COOP,33.22,272313
2025-06-23,COOP,32.78,2662845
2025-06-24,COOP,32.53,186550
2025-06-25,COOP,32.23,2741753
